"isbn","title","isbn_10","isbn_13","quantity","full_title","date_inserted","date_updated","description","authors"
"9782365779241","Saga - Tome 07",,,,,"2022-10-01 17:21:29.109351","2023-02-11 17:38:38.501563","Pour la première fois depuis longtemps, Alana, Marko et Hazel sont de nouveau réunis. A leurs côtés, le prince Robot cherche désespérément son fils, retenu par le Testament, et Petrichor, tout juste évadé des geôles de la Révolution, espère débuter une vie nouvelle loin des préjugés. En attendant, une panne de carburant contraint la petite équipe à se poser d'urgence sur la planète Phang, un territoire en pleine guerre civile.","Fiona Staples, Brian-K Vaughan "
"9782408042592","Le veilleur des brumes",,,,"Le veilleur des brumes L'intégrale","2023-01-28 18:46:09.50017","2023-02-11 17:38:38.501563","""Empêcher les ténèbres d'entrer, c'est la mission du veilleur des brumes"". C'est ce que répétait sans cesse le père de Pierre, avant de disparaître. A présent, c'est au jeune garçon que revient cette mission capitale : veiller sur le barrage et faire tourner le complexe mécanisme du moulin afin de repousser les brumes mortelles qui menacent d'engloutir Val-de-l'Aube comme elles l'ont fait du reste du monde. Veilleur des brumes, c'est une responsabilité solitaire : si ailleurs, le monde est mort, au coeur du paisible village, la vie a repris, avec son lot de joies et de contrariétés. Pierre va à l'école, a des amis. Pourtant, lorsque vient le soir, il est de retour dans sa tour, face à l'épais brouillard qui lui a volé son père, pour permettre aux habitants de conserver leur insouciance. Mais de l'autre côté des murailles, les ténèbres prennent des forces. Le raz-de-marée mortel revient plus fortement chaque fois, et à Pierre et ses camarades vont devoir mener ensemble cette ultime épreuve, ce dernier combat contre les brumes. Cette intégrale réunit les trois tomes de la virtuose adaptation du court-métrage multi-récompensé ""The Dam Keeper"" . Une édition définitive exceptionnelle et généreuse, qui donne à voir toute la portée de ce roman graphique bouleversant et sensible.","Robert Kondo, Daisuke Tsutsumi"
"9782756031422","Coq de Combat - Tome 02",,,,,"2022-12-29 13:30:57.308835","2023-02-11 17:38:38.501563","Après un an d’entraînement intense, Ryô n’est plus le souffre douleur de ses codétenus et ne le sera plus jamais. Son corps et son esprit maintenant endurcis, il se bat avant tout pour survivre, et il est d’une redoutable efficacité. Malgré cela, certains adversaires lui restent bien supérieurs, en force ou en machination. Le directeur de la prison en particulier voudrait bien le voir mort...","Izo Hashimoto, Akio Tanaka"
"9782915517972","Seraphim - 266613336Wings",,,,,"2022-09-03 18:44:10.22819","2023-02-11 17:38:38.501563","’humanité est touchée par une épidémie mondiale d’une étrange maladie, la maladie des anges. Les personnes infectées voient leurs omoplates se développer en ailes atrophiées. Ils sont plongés dans des rêves plaisants desquels ils ont de moins en moins envie d’émerger. Ils finissent par sombrer dans un état d’hébétude totale et leur corps s’atrophie de manière dramatique. Comme le virus du sida, il peut se passer plusieurs mois avant que la maladie ne se déclare chez une personne infectée. Le vecteur de la maladie et son origine sont inconnues, mais l’OMS soupçonne que celle-ci se trouve en Eurasie, qui est devenue le royaume des oiseaux. Elle y envoie 4 enquêteurs, les Rois Mages : Balthazar est un vieux chercheur, Melchior un baroudeur","Mamoru Oshii, Satoshi Kon"
"9782353481644","Mauvaise herbe - Tome 01",,,,,"2022-12-29 13:28:01.974191","2023-02-11 17:38:38.501563","Au cours d'une descente de police dans une maison close miteuse maquillée en salon de massage, le lieutenant Yamada rencontre Shiori, une lycéenne fugueuse qui lui rappelle sa propre fille aujourd'hui décédée. À peine raccompagnée chez elle par la police, Shiori disparaît de nouveau, fuyant les coups de sa mère abusive. Yamada part à sa recherche, mais la jeune fille désemparée trouve refuge chez un inconnu à la bienveillance plus qu'équivoque.","Keigo Shinzo"
"9782756031415","Coq de Combat - Tome 01",,,,,"2022-12-29 13:30:54.613744","2023-02-11 17:38:38.501563","Ryô Narushima a seize ans lorsqu’il poignarde ses parents. Désormais incarcéré dans une prison pour mineurs où la violence fait loi, il est la cible de tous. Mais la rencontre avec un étrange prisonnier, un homme radical, condamné pour avoir tenté d’assassiner un premier ministre, qui lui enseignera le plus dur des karatés, redonnera enfin un sens à sa vie et fera de lui un vrai coq de combat.","Izo Hashimoto, Akio Tanaka"
"9782344048306","Blue Giant Supreme - Tome 10",,,,,"2022-12-29 13:27:46.941489","2023-02-11 17:38:38.501563","Le groupe Dai Miyamoto Number Five est exceptionnellement invité au plus grand festival de rock du Royaume-Uni. Entre une foule de dizaines de milliers de fans et des stars du rock, ce concert est comme un match joué à l’extérieur, et le trac de Dai grimpe en flèche. Arrivera-t-il à partager sa passion du jazz ?","Shinichi Ishizuka"
"9782203172500","Le Château des animaux - Tome 02 : Les Marguerites de l'hiver",,,,,"2023-01-28 18:47:18.079999","2023-02-11 17:38:38.501563","L'hiver a gagné le château. Le climat est rude pour ses habitants, d'autant que le Président Silvio continue de faire régner la terreur... Mais Miss B et ses amis, le lapin César et le rat Azélar, n'ont pas dit leur dernier mot. Baptisé ""les Marguerites"" , leur mouvement, continue les outrances au taureau dictateur, refusant le port de collier à grelots et exigeant la gratuité du bois pour tous les animaux. Pour être mieux entendus, ces courageux compagnons bravent le froid chaque nuit pour faire un sit-in sous les fenêtres de Silvio. Mais pour Miss B, vaincre la dictature ne peut se faire qu'en évitant le plus redoutable des pièges : la tentation de la violence. Parviendra","Félix Delep, Xavier Dorison"
"9782080414137","La Terre entre nos mains",,,,,"2022-12-29 13:30:17.34464","2023-02-11 17:38:38.501563","Mers, fleuves, îles, déserts, montagnes, villes… D’avril à novembre 2021, l’astronaute Thomas Pesquet a photographié depuis la Station spatiale internationale notre planète sous toutes ses facettes. Des clichés spectaculaires et fascinants de la mission Alpha, pour la première fois réunis dans un livre, qui nous font prendre conscience de la fragilité de la Terre et de l’absolue nécessité de la protéger.  Un vibrant hommage aux merveilles de la nature. Un plaidoyer magistral pour une prise de conscience collective face aux bouleversements climatiques.  Envoyé pour la deuxième fois en mission par l’Agence spatiale européenne (ESA), Thomas Pesquet aura passé 200 jours dans l’espace, au cours desquels il a effectué 4 sorties dans le vide du cosmos et pris part à plus de 200 expériences scientifiques, dont certaines préparent les futures missions vers la Lune et Mars. Il fut à cette occasion le premier commandant français de la Station spatiale internationale.  Les droits d’auteur de cet ouvrage sont reversés aux Restos du Cœur.","Thomas Pesquet"
"9782203148888","Le Château des animaux - Tome 01 : Miss Bengalore",,,,,"2023-01-28 18:47:08.989397","2023-02-11 17:38:38.501563","La 4ème de couverture indique : ""Les hommes sont partis. Dans le château, il ne reste plus que les animaux : poules, chèvres, ânes et moutons s'épuisent à la tâche pour le prestige du Président Silvio et sa cruelle milice de chiens. La dictature et la terreur règnent... A moins que certains animaux ne décident d'entrer en résistance.""","Félix Delep, Xavier Dorison"
"9791032711828","Le molosse",,,,"Les chefs-d'oeuvre de Lovecraft : Le molosse","2022-12-09 10:29:53.313007","2023-02-11 17:38:38.501563","Dans ""Le Temple"", un sous-marin allemand isolé en haute mer est victime d'une étrange malédiction. La peur s'empare de l'équipage et entraîne le vaisseau au plus profond des abysses, là où aucun homme n'est encore allé... Les héros du ""Molosse"", eux, n'hésitent pas à profaner des tombes pour assouvir leur passion de l'occulte. Fervents lecteurs de leur copie du Necronomicon, ouvrage de magie noire, ils vont découvrir que certaines choses doivent rester enfouies à jamais... Ce même Necronomicon guide le voyageur de ""La Cité sans nom"" au milieu du désert. Là, l'homme comprend que sa civilisation n'est pas la seule sur Terre, et que l'être humain est bien petit face aux forces de l'inconnu... De son trait sombre et réaliste reconnaissable entre tous, Gou Tanabe met en images les pires cauchemars imaginés par H. P. Lovecraft, le maître du fantastique et de l'horreur. Aux frontières des mondes, les protagonistes mènent une lutte sans espoir pour ne pas sombrer dans la folie !","Gō Tanabe"
"9791039105118","Lone Wolf & Cub - Tome 3 Edition de luxe",,,,,"2022-12-09 10:32:24.873211","2023-02-11 17:38:38.501563","Restudô Yagyû apprend la vendetta d'Ittô Ogami. Pour éviter d'attirer l'attention du shogunat et qu'une enquête soit ouverte à son sujet, le chef de l'Ura-Yagyû décide de contourner le pacte qu'il a scellé avec l'ancien exécuteur du shogun, et envoie des hommes à sa poursuite. Pendant ce temps, le Loup solitaire croise sur son chemin un maître armurier qui pourrait bien l'aider à inverser son rapport de force avec son ennemi... Cette série culte au Japon a également connu un immense succès aux Etats-Unis. C'est d'ailleurs Frank Miller qui a dessiné les couvertures américaines. Magistralement illustré par Goseki Kojima et raconté par Kazuo Koike, ce récit palpitant de plus de 8000 pages dépeint les traditions et la culture japonaise et décrit avec justesse la brutalité des luttes politiques du Japon du XVIIe siècle. Bien que longue, l'intrigue n'est jamais lassante, les auteurs réussissant l'exploit de la renouveler sans cesse. Le titre du talentueux duo a été adapté à de nombreuses reprises en films, pièces de théâtre et séries télévisées.","Kazuo Koike"
"9791032706633","L'appel de Cthulhu",,,,"Les chefs-d'oeuvre de Lovecraft : L'appel de Cthulhu","2022-10-01 17:21:52.442252","2023-02-11 17:38:38.501563"," L'oeuvre fondatrice du mythe de Cthulhu ! Quand Francis Thurston hérite des possessions de son grand-oncle archéologue, il se retrouve lié à la tragique destinée du vieil homme... D'après ses papiers, le défunt scientifique enquêtait sur une religion étrange : le culte de Cthulhu. Une mystérieuse gravure représentant son dieu dépeint un monstre cauchemardesque ! Selon le journal laissé par le professeur, cette tablette est l'oeuvre d'un artiste qui l'a créée en pleine nuit, alors qu'il était assailli de visions d'une cité fantastique habitée par une créature gigantesque. Or, ce phénomène a eu lieu le lendemain d'un séisme d'une intensité inégalée, qui a affecté des hommes dans plusieurs contrées... Qu'est-ce qui a bien pu perturber ainsi l'équilibre du monde ? Intrigué par ces écrits, Francis reprend le flambeau et se lance sur la piste du culte, au coeur des ténèbres... Des Etats-Unis à l'Europe en passant par les étendues glacées du Groenland, l'horreur se niche partout ! Avec L'Appel de Cthulhu, H. P. Lovecraft donne une ampleur et une cohérence nouvelles à son univers en reliant les indices éparpillés dans ses récits. Aurez-vous le courage d'affronter la réalité ainsi dévoilée ? ","Gou Tanabe"
"9782344048290","Blue Giant Supreme - Tome 09",,,,,"2022-12-29 13:27:53.902033","2023-02-11 17:38:38.501563","Une maison de disques propose au quartet Number Five, qui continue sa tournée, d’enregistrer un album. Elle leur envoie un ingénieur du son qui, stupéfait par l’intensité du jeu de Dai, cherche un moyen de le mettre un maximum en valeur. La sortie de ce premier album, en compétition avec celui d’Ernest, connaît un fort retentissement dans le milieu du jazz européen !","Shinichi Ishizuka"
"9782413045106","Une sacrée mamie - Tome 2 Edition double",,,,,"2022-11-10 20:13:25.293324","2023-02-11 17:38:38.501563","1958, Hiroshima. A cette époque au Japon, il est difficile pour une jeune femme d'élever seule ses deux fils. Acculée, Hideko décide un jour de confier son plus jeune garçon, Akihiro, à sa mère qui vit à la campagne. Arrivé chez sa grand-mère, une vie complètement nouvelle va commencer pour Akihiro. Pas facile de quitter la ville quand on n'y est pas préparé ! ","Yoshichi Shimada, Ishikawa Saburô"
"9782505014867","Naruto - Tome 56 [L'équipe Asuma de nouveau réunie !]",,,,,"2022-08-28 13:28:34.246302","2023-02-11 18:12:42.712906","La guerre a commencé, et le conflit prend des proportions de plus en plus importantes ! L’armée coalisée de shinobis doit faire face à de puissants ninjas d’élite qui ont été ramenés à la vie. Le 1er bataillon, déployé en première ligne et mené par le commandant Darui, se retrouve nez à nez avec les frères Kinkaku et Ginkaku, deux ninjas légendaires du village caché des Nuages, qui manient des armes redoutables et possèdent du chakra de Kyûbi ! Quelle sera l’issue du combat...?!","Masashi Kishimoto"
"9791032704899","Dans l'abime du temps",,,,"Les chefs-d'oeuvre de Lovecraft : Dans l'abime du temps","2022-09-03 18:44:20.787372","2023-02-11 17:38:38.501563","La 4ème de couverture indique : ""En 1935, au fin fond de l'Australie, le Pr Nathaniel Peaslee recherche avec frénésie les traces d'une civilisation inconnue. Il ne comprend pas pourquoi, mais il connaît ces lieux, comme si un autre avait implanté des souvenirs en lui. Il sait que quelque chose d'aussi mystérieux que terrifiant se tapit, là, dans les profondeurs du sable du désert... Son monde a été chamboulé près de 30 ans plus tôt. À l'époque, il enseigne à la prestigieuse université de Miskatonic. Il mène une vie paisible, entouré de sa femme et de ses enfants... jusqu'au jour où il s'effondre en plein cours. À son réveil, personne ne le reconnaît. Il a toujours la même apparence, mais semble avoir perdu la raison ! Il parle un dialecte inconnu et se comporte comme un étranger. Pire, il se prend de passion pour les sciences occultes, allant même jusqu'à se plonger dans l'étude du Necronomicon, ouvrage maudit entre tous...""","Gou Tanabe"
"9782290146248","Aladdin ou la Lampe merveilleuse",,,,"Les mille et une nuits : Aladdin ou la Lampe merveilleuse","2022-08-28 15:25:15.598008","2023-02-11 17:41:18.004435","Aladdin est un mauvais garçon, qui désobéit à sa mère et refuse de travailler. Un jour, un vieil homme lui propose de l'élever à la condition de riche marchand. Séduit par l'idée, le jeune homme quitte tout pour le suivre ; mais bientôt, pris au piège, Aladdin va découvrir les mystérieux pouvoirs d'une lampe capable de réaliser tous ses rêves. L'un des contes les plus célèbres des Mille et Une Nuits, où l'on apprend avec Aladdin que la magie ne saurait remplacer le courage...","AA.VV."
"9791032710067","Léviathan - Tome 1",,,,,"2022-08-28 11:52:35.421291","2023-02-11 18:12:42.712906","Monstre ou humain... qui sommeille au coeur des ténèbres ? Au fin fond de la galaxie, le Léviathan, un immense vaisseau spatial, flotte à la dérive. Quand des pilleurs d'épaves s'y introduisent, ils découvrent le journal intime d'un collégien, Kazuma, relatant les événements qui ont eu lieu dans les entrailles du navire... A sa lecture, l'évidence s'impose : un survivant de la catastrophe se cache quelque part dans le dédale des ruines ! Des années plus tôt, le jeune Kazuma est en plein voyage scolaire vers la Terre. La fête tourne court quand des explosions d'origine inconnue détruisent une partie de la coque du vaisseau ! Voilà les passagers immobilisés au milieu de nulle part... L'adolescent et sa camarade Futaba surprennent alors une conversation entre leur professeur et un robot de maintenance : les réserves d'oxygène sont insuffisantes pour tenir jusqu'à l'arrivée des secours... Le seul espoir de survie est un caisson de cryogénisation niché au coeur du géant de métal. Or, il ne peut contenir qu'une personne... Malheureusement pour les élèves, l'enseignant comprend vite qu'il a été entendu. C'est le début d'une lutte sanglante pour préserver le secret ! Dans un décor angoissant dépeint avec une minutie extrême, Léviathan nous emporte dans un voyage au bout de l'enfer. Comment garder son humanité dans l'étendue glacée de l'espace ? ","Shiro Kuroi"
"9782811658625","Le pacte de la mer",,,,"Le pacte de la mer","2022-08-19 10:23:57.470326","2023-02-11 18:12:42.712906"," La légende raconte que les habitants de la ville portuaire d'Amide auraient passé un pacte avec une sirène. En échange des soins attentionnés qu'ils prodiguent à son oeuf, elle leur assure prospérité. Mais la construction d'un complexe touristique menace cet équilibre, et le débat fait rage. Partagé, Yôsuke a un étrange pressentiment. Et si la légende était vraie ? Les hommes ne devraient-ils pas redouter la colère de la mer ?","Satoshi Kon"
"9782811609498","Lords of chaos - Tome 1",,,,,"2022-08-28 12:39:09.165951","2023-02-11 18:12:42.712906","Antarctique, 1993 : des scientifiques découvrent le fossile d'une forme vivante proche de l'être humain, qui aurait vécu sur Terre il y a 250 millions d'années ! Peu après, ils sont massacrés et le fruit de leur recherche volé. Leurs agresseurs prétendent être de l'ordre des Qlipoth, des adorateurs des Seigneurs du Chaos : les dieux qui auraient gouverné la Terre il y a des millions d'années. Paris, 2013 : les Qlipoth cherchent à faire revenir leurs Seigneurs de l'exil. Ils ont besoin pour cela de l'aide d'un super médium, et Mikaël Stern, un élève de terminale, est peut-être leur solution. Pour s'opposer à ces noirs desseins, l'Ordre des Sephiroth envoie deux jeunes apprentis à Paris, Alice et Esteban, pour protéger le médium. Seul problème, ils sont les plus mauvaises recrues de l'histoire des Sephiroth...","Izu"
"9782871295525","Naruto - Tome 08 [Au péril de sa vie!!]",,,,,"2022-08-28 13:08:05.86601","2023-02-11 18:12:42.712906","Naruto, Sasuke et Sakura ont réussi la deuxième épreuve. Ils se préparent pour la troisième. Mais avant, il y a une présélection. Kabuto déclare forfait. 20 candidats vont s'affronter dans des duels au sommet.","Masashi Kishimoto"
"9782731628791","Métal Hurlant n° 5 : Métavers",,,,"Métal Hurlant n° 5 : Métavers : Les émotions synthétiques","2023-02-11 17:02:20.49323","2023-02-11 19:02:38.695501","Connaissez-vous la théorie de Nick Bostrom, selon laquelle nous vivrions dans une simulation informatique ? Comment savoir si notre réalité est bien LA réalité ? Les auteurs conviés pour ce numéro confronteront leurs visions de l'amour, la mort ou encore, de ja justice. Des interviews, des articles et des billets scientifiques consacrés - entre autres - aux progrès de la science grâce au virtuel, ou encore au métavers, viendront compléter ces récits. Vous l'aurez compris : ce nouveau numéro composé d'histoires 100 % inédites fera bouger les frontières, car du réel au virtuel, il n'y a qu'un pas ! ","AA.VV."
"9782731629477","Métal hurlant N° 3 : Vacances sur Mars",,,1,"Métal Hurlant N° 3 : Vacances sur Mars","2022-07-11 21:23:53.728716","2023-02-11 19:20:40.514793","Sur Mars, les humains ne seront certainement plus des Terriens, mais ils ne cesseront pas pour autant d'être des humains. Alors, que ferons-nous une fois ""  là-haut "" ? Les auteurs conviés pour ce numéro confronteront leurs visions de ce que pourraient devenir l'art, la politique, l'économie, la philosophie, le sport et les relations dans l'espace. Des articles et des billets scientifiques consacrés - entre autres - à la musique, aux voyages (déjà  !) organisés sur Mars complèteront ces récits. Vous l'avez compris  : dans ce nouveau numéro composé d'histoires 100 % inédites, tous les chemins mènent à Mars ! ","AA.VV."
"9791030102734","T'as vu le plan ?",,,,"T'as vu le plan ? - 100 plans cultes (ou pas) et ce qu'ils nous apprennent sur le cinéma","2022-08-28 13:57:01.759571","2023-02-11 18:12:42.712906","Quelque part entre ""action"" et ""coupez"", des univers entiers naissent. Face à un film, nous nous sommes tous retrouvés tôt ou tard marqués par un plan. Un mouvement de caméra, un moment intense, une réplique, une beauté captée, une erreur... Un plan peut autant sauver un film que le torpiller. Cent plans ! Cent plans classés en neuf catégories, sur lesquels on peut se rincer l'oeil, rire, s'émouvoir ou s'interroger. Ici, vous allez voir des images fixes mais il ne s'agit pas de les figer. Le défi va être de vous faire ressentir la vie qui les imprègne et les rend mémorables. Il y aura du plan culte, oui, mais pas que. Une expérience de cinéma sous toutes ses facettes. Un parcours totalement subjectif, pour voir ce qu'on peut en tirer d'universel. Pour que chacun, quel que soit son univers de cinéma, puisse y trouver son compte. Un ouvrage à parcourir comme on veut, pour y puiser ce que l'on veut. ","François Theurel"
"9782382811825","Panda Detective Agency - Tome 1",,,,,"2022-08-28 12:03:25.277136","2023-02-11 18:12:42.712906"," Une étrange maladie se répand dans le monde et transforme petit à petit les humains en animaux. Solder, devenu partiellement panda, et Takebayashi, un Tokyoïte pur jus chic et charismatique, vont alors faire équipe pour faire la lumière sur cet étrange virus qui pourrait bien plonger leur ville dans le chaos. Une histoire touchante et pleine d'humour sur la force de l'amitié et de la résilience. Premier titre de Mangetsu LIFE, notre collection tranche de vie, en format souple agrandi.","Pump Sawae"
"9782268105789","Martin Scorcese",,,,,"2022-08-28 15:44:47.89111","2023-02-11 18:12:42.712906"," 384 pages de BD qui vous feront découvrir comment un petit gars asthmatique de Little Italy est devenu l'un des plus grands réalisateurs. 25 films, 16 documentaires sur 50 ans de carrière ont permis à Martin Scorsese de marquer au fer rouge le cinéma. Véritablement possédé par son art, il nous a offert Taxi Driver (Palme d'or à Cannes en 1976) et Raging Bull, considéré comme le meilleur film des années 80.","Amazing Améziane"
"9782203202894","Sengo - Tome 7 : Adieux",,,1,"Adieux","2022-07-11 21:21:47.067903","2023-02-11 18:12:42.712906"," Sur le front chinois, Kawashima, fraîchement catapulté à la tête de son escouade, avait interdit à ses jeunes recrues de courir vers une mort stupide... Seul Kuroda et lui sont rentrés vivants au Japon. Comment faire face alors aux familles des camarades défunts ? Comment continuer à vivre malgré tout ? Chacun fait face ici une ultime fois à ses fantômes et à ses choix. ","Sansuke Yamada"
"9782203202870","Sengo - Tome 5 : Comédies",,,1,"Comédies","2022-07-11 21:23:11.873353","2023-02-11 18:12:42.712906"," Entraîné par la fougue de Kuroda, Kawashima trompe son ennui dans un monde du spectacle où le Japon vaincu vient oublier et s'émouvoir le temps d'une représentation. Mais entre la mainmise de la pègre sur le divertissement et les tensions entre occupants et occupés, Tokyo est encore loin de renouer avec l'insouciance. ","Sansuke Yamada"
"9782226458506","Tant que le café est encore chaud",,,1,,"2022-07-11 21:14:04.908138","2023-02-11 18:12:42.712906","A Tokyo se trouve un petit établissement au sujet duquel circulent mille légendes. On raconte notamment qu'en y dégustant un délicieux café, on peut retourner dans le passé. Mais ce voyage comporte des règles : il ne changera pas le présent et dure tant que le café est encore chaud. Quatre femmes vont vivre cette singulière expérience et comprendre que le présent importe davantage que le passé et ses regrets. Comme le café, il faut en savourer chaque gorgée. Vendu à plus d'un million d'exemplaires au Japon, traduit dans plus de trente pays, le roman de Toshikazu Kawaguchi a touché les lecteurs du monde entier. ","Toshikazu Kawaguchi"
"9782505001676","Naruto - Tome 31 [Testament!!]",,,,,"2022-08-28 13:27:09.805607","2023-02-11 18:12:42.712906","En compagnie de Sasuke et Sakura, Naruto, le pire garnement de l'école des Ninjas du village caché de Konoha, poursuit son apprentissage. Alors que l'épreuve finale de l'examen de sélection des Ninjas de "" moyenne classe "" bat son plein, Orochimaru, ancien Ninja de Konoha de venu renégat, lance l'assaut sur le village... Maître Hokage se sacrifie pour faire avorter ses plans. Il sera remplacé par Tsunade qui devient ainsi le 5e Hokage. Sasuke, séduit par le pouvoir que lui offre Orochimaru, décide alors de quitter Konoha pour suivre les envoyés du village du son. Naruto le rattrape et les deux amis se livrent un terrible combat. Hélas, rien ne peut empêcher la défection de Sasuke.","Masashi Kishimoto"
"9782754111973","Une Histoire de la photographie pour tous",,,1,"Une Histoire de la photographie pour tous","2022-07-11 21:23:19.908686","2023-02-11 18:12:42.712906"," Cet ouvrage de référence propose une lecture didactique, vivante et foisonnante de l'art de la photographie depuis ses origines au XIXe siècle jusqu'à aujourd'hui. L'approche de l'auteur est simple : il nous invite à un voyage dans l'histoire de la photographie à travers des images-clés savamment choisies et décodées, guidé par l'idée qu'il n'existe pas de photographie sans intention et sans profondeur significative. Pour nous faire découvrir les photographes et leur travail, Ian Jeffrey prend ses distances avec les biographies purement factuelles, les analyses stylistiques détachées de leur contexte, et l'histoire de l'art présentée dans une continuité artificielle. Il s'agit ici d'ouvrir à chaque double page une discussion sur un artiste, une ou deux oeuvres, une époque, dans une langue concise et accessible. L'auteur nous offre les histoires collectées patiemment au sujet de chaque image et tente de capturer finement l'impulsion mystérieuse à l'origine de la prise de vue. Les informations sont éclairées par un regard sensible, englobant la place de ces images dans l'histoire de la photographie, dans la société de leur temps et au coeur des relations des artistes. Ian Jeffrey ponctue son approche de propositions de lecture, d'observation de détails ignorés et de récits qui sont autant de petites pépites que le lecteur sera enthousiaste de découvrir et de partager à son tour.","Ian Jeffrey"
"9782731640373","Métal Hurlant N° 1 : Le Futur c'est déjà demain",,,,"Métal Hurlant N° 1 : Le Futur c'est déjà demain","2022-08-25 16:49:26.362164","2023-02-11 18:12:42.712906","En 2021, la science-fiction est aux portes de notre quotidien : écologie, robotique, transhumanisme, réalité virtuelle, passeport biologique, avatars post mortem, art numérique... Toutes ces thématiques sont abordées dans un numéro exceptionnel contenant une trentaine d'histoires courtes. Ces récits, éclectiques et fascinants, sont structurés autour d'un genre de la SF : l'anticipation proche. L'idée, c'est d'imaginer le jour d'après, l'instant ou la seconde à venir qui pourrait bien tout faire basculer. Au sommaire : rien que de la création contemporaine. Cette nouvelle série s'adresse autant à ceux qui ont vu naître Métal Hurlant qu'à la nouvelle génération de lecteurs.","AA.VV."
"9782871294146","Naruto - Tome 01 [Naruto Uzumaki]",,,,,"2022-08-28 13:08:28.330009","2023-02-11 18:12:42.712906","Naruto est un garçon un peu spécial. Il est toujours seul et son caractère fougueux ne l'aide pas à se faire apprécier de son village. Malgré cela, il garde l'ambition de devenir un maître Hokage, la plus haute distinction dans l'ordre des ninjas, et ainsi obtenir la reconnaissance de ses pairs.","Masashi Kishimoto, Sylvain Chollet"
"9782809450798","Planètes Intégrale",,,,,"2022-07-12 19:04:20.852932","2023-02-11 18:12:42.712906"," En 2075, la conquête spatiale a fait d’énormes progrès. Une colonie minière s’est notamment établie sur la Lune et une mission vers Jupiter se prépare. Mais toute cette activité a entraîné l’augmentation des débris en orbite autour de la Terre. Leur collecte a donné naissance à un nouveau métier : les éboueurs de l’espace. Entre attentats terroristes, angoisse existentielle et relations humaines compliquées, Planetes suit le quotidien de Hachimaki, un Japonais qui rêve de posséder son propre vaisseau, Yuri, un Russe hanté par la mort de sa femme, et Fi, une américaine colérique qui a laissé sa famille sur Terre.","Makoto Yukimura"
"9782016266694","Le Routard - Voyages",,,,,"2022-08-28 13:54:01.738319","2023-02-11 18:12:42.712906","Voici enfin la Bible des voyageurs. Avec ce livre hors norme, Le Routard vous embarque pour le plus fabuleux et le plus complet des voyages ! Un véritable tour du monde pour rêver ou vous aider à choisir votre prochaine destination. Quels sont les 10 plus beaux treks du monde ? Où aller pour faire la fête en Europe ? Envie de se lancer dans un road trip mythique ? Quelles sont les grandes fêtes à ne pas manquer ? Comment s'y prendre pour faire du Wwoofing ? Sans oublier : des cartes postales, des dossiers pratiques, des planisphères, de sublimes photos... Plus qu'un livre d'inspiration, ce livre-événement est un véritable voyage à lui tout seul. Une encyclopédie foisonnante, moderne et illustrée, pour tous les curieux et les amoureux de voyages avec un grand V ! Ouvrez ce livre, et vous ne serez pas prêt de le refermer... Voici enfin la Bible des voyageurs. Avec ce livre hors norme, Le Routard vous embarque pour le plus fabuleux et le plus complet des voyages ! Un véritable tour du monde pour rêver ou vous aider à choisir votre prochaine destination. Quels sont les 10 plus beaux treks du monde ? Où aller pour faire la fête en Europe ? Envie de se lancer dans un road trip mythique ? Quelles sont les grandes fêtes à ne pas manquer ? Comment s'y prendre pour faire du Wwoofing ? Sans oublier : des cartes postales, des dossiers pratiques, des planisphères, de sublimes photos... Plus qu'un livre d'inspiration, ce livre-événement est un véritable voyage à lui tout seul. Une encyclopédie foisonnante, moderne et illustrée, pour tous les curieux et les amoureux de voyages avec un grand V ! Ouvrez ce livre, et vous ne serez pas prêt de le refermer...","Le Routard"
"9782492926136","Rogatons",,,1,,"2022-07-11 21:24:47.973195","2023-02-11 18:12:42.712906"," Rogatons est le recueil inattendu de six mois de chroniques du quotidien publiées sur Instagram. Ce sont de petits strips ayant pour thème la vie de tous les jours et les petits tracas qui l'accompagnent, le tout parsemé de réflexions plus ou moins absurdes ou profondes sur le temps qui passe et la vie qui s'effiloche. ","Boulet"
"9782871298342","Naruto - Tome 20 [Naruto versus Sasuke !!]",,,,,"2022-08-28 13:26:55.538452","2023-02-11 18:12:42.712906","Alors que se prépare la célébration de l'avènement du 5e Hokage, Tsunade retrouve Kohona, son village. Ses techniques de guérison, employées sur Sasuke, ne tardent pas à faire reculer le mal, mais à peine remis, celui-ci provoque Naruto en combat singulier.","Masashi Kishimoto"
"9782505010616","Naruto - Tome 52 [Réalités multiples]",,,,,"2022-08-28 13:28:13.102471","2023-02-11 18:12:42.712906","Un manga, que l'auteur dit inspiré des samouraïs, où Naruto, un jeune garnement, ayant suivi les enseignements de Kakashi, combat pour parvenir à passer les étapes de sélection des Ninjas.","Masashi Kishimoto"
"9782871294412","Naruto - Tome 04 [Le pont des héros!]",,,,,"2022-08-28 13:08:18.377393","2023-02-11 18:12:42.712906","Sasuke s'effondre après avoir voulu protéger Naruto ! Déclenché à la fois par la rage et la tristesse un étrange bouleversement se produit en Naruto. Haku est alors subitement balayé par le poing rageur de Naruto.","Masashi Kishimoto"
