"isbn","title","isbn_10","isbn_13","quantity","full_title","date_inserted","date_updated","description","authors"
"9782505007883","Naruto - Tome 46 [Le retour de Naruto !!]",,,,,"2022-08-28 13:27:48.2695","2023-02-11 18:12:42.712906",,"Masashi Kishimoto"
"9782847891126","Luna incognita",,,,,"2022-08-28 15:08:59.025875","2022-08-28 15:08:59.025875","Acte VI. Messieurs de Maupertuis et Villalobos, en fort galante et plaisante compagnie, voguent hardiment vers la Lune à bord d'un astronef de fortune. Que découvriront-ils sur cette planète inconnue ? Des géants, des cités qui se meuvent, comme dans le roman de Monsieur de Bergerac, Des trésors à coup sûr, puisque là-haut, l'or pousse sur les arbres ! Mais cet or suscite bien des convoitises : dans le sillage de nos gentilshommes, un inquiétant vaisseau cingle à son tour vers l'astre lunaire...","Alain Ayroles, Jean-Luc Masbou"
"9782012009158","Chroniques des Temps Obscurs - Tome 5 : Le serment",,,,,"2022-08-28 15:42:40.696978","2022-09-02 07:43:24.081513","Bale est mort. Il montait la garde lorsque Thiazzi, l'un des derniers Mangeurs d'Âme, l'a assassiné. Torak se sent coupable. Il n'aurait pas dû se disputer avec Bale. Il n'aurait pas dû le laisser seul. Fou de remord et de tristesse, Torak jure de venger son ami. Traquer le terrible Mage ne lui fait pas peur. Il doit honorer sa parole. Il doit tuer Thiazzi. Avec Renn, l'apprentie-mage, et Loup, son frère de cœur, il entre dans la Forêt Profonde à la recherche du monstre. Mais les lieux sont dangereux. Le Mangeur d'Âme fait tout pour que les Clans qui y vivent se déchirent. Et il n'est pas loin d'y parvenir...","Michelle Paver"
"9782070368228","1984",,,,,"2022-08-28 15:35:00.985837","2022-08-28 15:16:28.730941","De tous les carrefours importants, le visage à la moustache noire vous fixait du regard. Il y en avait un sur le mur d'en face. BIG BROTHER VOUS REGARDE, répétait la légende, tandis que le regard des yeux noirs pénétrait les yeux de WINSTON... Au loin, un hélicoptère glissa entre les toits, plana un moment, telle une mouche bleue, puis repartit comme une flèche, dans un vol courbe. C'était une patrouille qui venait mettre le nez aux fenêtres des gens.","George Orwell"
"9791032701676","Isabella Bird - Femme exploratrice - Tome 2",,,,"Isabella Bird - Femme exploratrice","2022-08-25 17:01:17.873607","2022-08-28 16:40:39.339757","A la fin du xixe siècle, le Japon s'ouvre au monde et s'occidentalise à marche forcée. Mais le pays reste un vrai mystère pour la plupart des Européens, ce qui en fait une destination de choix pour la célèbre exploratrice anglaise Isabella Bird ! Malgré son jeune âge, elle est déjà connue pour ses écrits sur les terres les plus sauvages. Isabella ne choisit jamais les chemins les plus faciles et, cette fois encore, elle étonne son entourage par son objectif incongru : Ezo, le territoire des Aïnous, une terre encore quasi inexplorée aux confins de l'archipel... Le voyage s'annonce long et difficile, mais rien n'arrête la pétillante jeune femme ! Accompagnée de son guide-interprète, le stoïque M. Ito, la jeune femme parcourt un pays en plein bouleversement. Dans ses lettres quotidiennes à sa soeur, elle narre avec sincérité et force détails la suite de chocs culturels qu'elle expérimente. Elle veut tout voir, tout essayer, quitte à endurer chaleur, fatigue, maladie ainsi que les sarcasmes de ses pairs ! Lancez-vous à la découverte d'un Japon traditionnel désormais disparu à travers les yeux de l'intrépide Isabella Bird ! Basé sur les écrits réels de l'aventurière, Isabella Bird, femme exploratrice est un récit passionnant sur la rencontre de deux mondes, dessiné avec un rare souci du détail par Taiga Sassa, nouveau talent prometteur !","Taiga Sassa"
"9782492881053","Kushi - Intégrale 1",,,,"Kushi - Intégrale 1","2022-07-18 14:45:06.056636","2022-08-28 16:40:39.339757"," Début des années 1980. . Dans un petit village reculé de Mongolie, Kushi, orpheline, vit en harmonie avec la nature. Recueillie par la chamane du village après son apparition mystérieuse, elle est considérée comme le mouton noir de sa communauté. Quand Kushi découvre les agissements de Bold, un bandit local prêt à tout pour s'enrichir au détriment de la steppe et de ceux qui y vivent, une lutte sans merci s'engage entre la jeune guerrière et cet escroc !. ","Marty Patrick, Golo Zhao"
"9782505008699","Naruto - Tome 47 [Le sceau brisé!!]",,,,,"2022-08-28 13:27:52.413194","2023-02-11 18:12:42.712906",,"Masashi Kishimoto"
"9782355922503","The innocent",,,,,"2022-08-28 12:25:10.489725","2022-08-28 12:25:10.489725","Son dernier souvenir ? La chaise électrique, la cagoule, la main de l’exécuteur qui abaisse le levier... Lorsqu’il ouvre les yeux, Ash n’a que de vagues notions de ce qui a été sa vie, et plus encore, des circonstances de sa mort. L’androgyne Angel lui annonce qu’il a été victime d’une erreur judiciaire et qu’il lui revient, à présent, d’éviter le même sort à d’autres innocents. Mais très vite, les premières missions soulèvent le doute et dévoilent une évidence : la mémoire d’Ash revient peu à peu, et ce n’est pas joli à voir... Pire, parmi ceux qui l’ont fait plonger se trouve un homme de main qui a la capacité étrange de voir les morts. Sur une idée originale d’Avi Arad, le producteur de Spider-Man, un seinen ténébreux magistralement mis en images.","Avi Arad, Junichi Fujisaku, Yasung Ko"
"9782356401052","Vie de carabin",,,,"Vie de carabin - Chronique d'un étudiant en médecine","2022-08-28 13:56:21.724715","2023-02-11 19:20:40.514793"," Quand «Védécé» a commencé à publier sur internet son quotidien d'étudiant en médecine - ce qui allait devenir «Vie De Carabin» - il n'aurait jamais cru que ce petit personnage croqué à la va-vite sur le papier, avec tout juste une houppette pour le rendre reconnaissable, irait si loin !","Védécé"
"9782820303837","Soul gadget radiant - Tome 4",,,,,"2022-08-28 12:24:39.161023","2022-08-28 12:46:07.157924","Avant de succomber à ses blessures. Lijua, la demi-démon, prend la décision de sceller son âme dans un gadget afin de pouvoir continuer à protéger sa soeur Flim. Mais inexpérimentée, cette dernière va choisir de rejoindre le camp de Rozeon pour apprendre à se servir de ce nouveau lien qui l'unit à sa soeur. Et alors que Lyle la voit s'éloigner, impuissant, le sol se dérobe sous ses pieds et la vie de notre héros bascule...","Aoi Ohmori"
"9782505014409","I Am a Hero - Tome 1",,,,,"2022-08-28 12:23:36.392675","2022-08-28 12:46:07.157924","Hideo Suzuki n’est pas du tout ce qu’on pourrait appeler un héro. Il ne mène pas la grande vie, a peur de tout et se méfie de tout le monde, a des hallucinations et sa copine ne cesse de lui vanter les mérite de son ex- petit copain. Pourtant, en rentrant un soir chez sa copine, sa vie va basculer ... Saura-t-il devenir un héro ?","Kengo Hanazawa"
"9782505012375","Psyren - Tome 03",,,,,"2022-08-28 12:36:16.612753","2022-08-28 12:46:07.157924","A peine arrivés dans le monde de Psyren, Ageha et ses amis sont pourchassés par un énorme ver et par un homme muni d'une bien étrange arme ! En outre, Oboro et Kabuto sont, à leur tour, victimes de maux de tête et de saignements de nez...","Toshiaki Iwashiro"
"9782290151327","Une partie de campagne et autres nouvelles",,,,,"2022-08-28 15:23:16.916769","2022-08-28 15:23:16.916769","C'est le printemps ; la famille Dufour s'échappe de Paris le temps d'un déjeuner à la campagne. Une sympathique gargote, une nourriture copieuse, un chat ronronnant, du vin, beaucoup de soleil et deux hommes bien bâtis, dont les bateaux attendent en bord de Seine : l'excursion bucolique est une réussite. Pour Henriette Dufour, jeune bourgeoise bientôt dévoyée, et Henri, le canotier, la promenade sur le fleuve, à l'abri des regards, s'annonce inoubliable... Mais la réalité se rappelle bien vite à eux. Chargée de sensualité et de satire sociale, cette nouvelle est suivie de Sur l'eau, Histoire d'une fille de ferme, La Femme de Paul, La Roche aux Guillemots, Le Vieux, L'Ivrogne, Coco, Au printemps, Le Gueux et Histoire vraie. Objet d'étude : La fiction pour interroger le réel ; Dossier pédagogique spécial nouveaux programmes ; Prolongement : La condition féminine au XIXe siècle.","Guy de Maupassant"
"9782757831540","Tim Burton",,,,,"2022-08-28 15:35:06.548286","2022-08-28 15:35:06.548286","On ne présente plus Tim Burton, réalisateur à succès. Mais le connaissez-vous vraiment ? Ces entretiens, illustrés de dessins inédits, nous plongent dans l'intimité du créateur. Film par film, il revient sur toutes les étapes importantes de sa carrière, et nous raconte son enfance à Burbank, ses débuts à Disney, ses relations difficiles avec Hollywood, ses angoisses et ses obsessions... Un livre passionnant pour les amateurs de ses films, qui explore son univers et éclaircit sa démarche cinématographique.","Tim Burton, Mark Salisbury"
"9782092107744","Fables de La Fontaine",,,,,"2022-08-28 15:08:59.491533","2022-08-28 16:24:03.316131","This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.","Jean de La Fontaine"
"9782811620400","La danseuse de Mao",,,,"La danseuse de Mao","2022-07-18 14:15:55.015369","2022-08-28 16:40:39.339757","Shanghai, milieu des années 1990. Mao Zedong a beau être mort depuis une vingtaine d'années, on ne plaisante pas avec l'image du Grand Timonier. Aussi, l'inspecteur Chen Cao est-il chargé d'enquêter sur Jiao, la petite-fille d'une maîtresse de Mao qui s'est enrichie de manière mystérieuse. Jiao a-t-elle des informations compromettantes sur le fondateur de la République populaire de Chine ? Quels secrets cache le manoir de Xie où se réunissent les nostalgiques de l'époque des concessions ? Pourquoi les morts s'amoncellent-ils autour de Chen ? ... Gardes rouges, corruption, triades, sexe et hypocrisie : l'inspecteur féru de poésie va découvrir la face cachée de la Chine communiste. Il ne va pas s'agir de mettre à jour la vérité, mais de trouver une ""vérité officielle"" qui conviendra aux autorités sans compromettre sa carrière. Mais dans cette société des plus corrompues, Chen mettra un point d'honneur à rester un flic intègre.","Hza Bazant, Olivier Richard, Qiu Xiaolong"
"9782749929545","Ki & Hi - Tome 1 : Deux frères",,,,,"2022-08-28 12:28:59.563235","2022-08-28 16:40:39.339757","Ki et Hi sont deux frères complètement barrés qui font les quatre cents coups dans le plus petit village d'un royaume en forme de panda. Le premier est grand, gros et adore martyriser le second, petit, maigrichon, mais prêt à tout pour se venger de la manière la plus sournoise possible ! Qu'il s'agisse de dévaliser un restaurant de sushis à volonté, de s'affronter lors d'un intense match de basket ou au contraire de s'allier pour protéger le village, ce manga retrace, au travers de multiples histoires courtes, toutes les nuances qui existent dans une relation entre frères.","Kevin Tran"
"9782818909966","Ethnicity 01 - Tome 2",,,,,"2022-08-28 12:25:51.143993","2022-08-28 12:46:07.157924","Bannie de Sensoram, Niko erre, incrédule, à travers les paysages dévastés des zones blanches, ignorant tout des dangers qui la guettent. Astha, alerté, part sans tarder à sa recherche. Pendant ce temps, le Grand Conseil de la Cité fomente des affrontements entre les différentes zones blanches pour tenter d’en endiguer la surpopulation menaçante. Mais déjà, autour de Keô, des hommes toujours plus nombreux se rassemblent, en réponse à l’appel révolutionnaire du leader charismatique. Au loin, subitement, des coups de feu résonnent...","Nobuaki Tadano"
"9782290151297","La parure et autres nouvelles réalistes",,,,,"2022-08-28 15:23:11.888705","2022-08-28 16:40:39.339757","Lorsque son mari lui annonce qu'ils sont invités à un bal, Mathilde Loisel se désole : elle n'a ni bijoux ni robe pour l'occasion. Une amie vient à sa rescousse et lui prête un collier. Mathilde oublie, le temps d'une soirée, sa vie morne de femme d'employé. Mais de retour chez elle, la parure n'est plus à son cou. Pour remplacer le bijou égaré, les Loisel contractent une dette qu'ils mettront une vie entière à rembourser. Jusqu'au jour où Mathilde, rendue méconnaissable par les difficultés, croise son amie... - Objet d'étude : La fiction pour interroger le réel - Dossier pédagogique - Prolongement : La Parure, téléfilm de Claude Chabrol Classe de quatrième.","Guy de Maupassant"
"9782505063834","Kuro, un coeur de chat - Tome 1 : Mon maître ne veut pas me comprendre",,,,,"2022-08-28 12:30:11.858416","2023-02-11 18:12:42.712906"," Abandonnés peu après leur naissance, Kuro et sa soeur sont recueillis par M. Hige. S'accoutumer au quartier, tisser des liens d'amitié et de rivalité... Une nouvelle vie commence ! ","Sugisaku"
"9782811616335","Yôkai",,,,,"2022-08-28 12:31:54.980079","2022-08-28 12:31:54.980079","Plongez dans l'univers effrayant et fascinant des yôkai japonais ! Saviez-vous que le soir, des Akanamé se glissent dans les salles de bains désertes pour lécher la crasse des baignoires ? Ou encore qu'il faut se méfier des hautes herbes, où peut se cacher un Obaryon prêt à se jeter sur le premier passant venu pour se faire transporter à loisir ? Le folklore japonais regorge d'histoires extraordinaires. En voici un répertoire complet et passionnant, signé Mizuki Shigeru, dessinateur de génie et référence incontestée des récits de yôkai.","Shigeru Mizuki"
"9782377841066","Berserk À l'Encre des Ténèbres",,,,,"2022-08-28 12:32:05.434893","2022-08-28 10:32:50.905162","Publié à partir de 2004 en France par Glénat, Berserk est un manga qui se démarque par son univers riche, tortueux et sombre. C'est une savante alchimie entre Le Cycle d'Elric, les tableaux de Jérôme Bosch et les gravures de Gustave Doré. Cet ouvrage revient sur tous les aspects de la vie de l'auteur du manga, Kentaro Miura, sur l'histoire de Berserk et décrypte tout l'univers dark fantasy de l'oeuvre.","Quentin Boëton"
"9782012009134","Chroniques des Temps Obscurs - Tome 3 : Les mangeurs d'âme",,,,,"2022-08-28 15:43:25.060555","2022-09-02 07:43:24.081513","Loup a disparu. Il chassait avec Torak, son frère de meute, quand d'inquiétants humains l'ont enlevé. Torak s'est alors lancé à sa poursuite, sans se soucier des périls qui l'attendent. Il devra quitter la Forêt. Se perdre dans le désert de glace. Affronter des tempêtes de neige. Se jeter dans l'œil de la Vipère pour défier les démons. Et combattre, enfin, les redoutables assassins de son père : les Mangeurs d'Ame. Des mages si puissants qu'aucun être ne peut les menacer sans risquer sa vie. Même l'Esprit-qui-marche. Même Torak.","Michelle Paver"
"9782742425679","Guide des cépages",,,,,"2022-08-28 15:14:50.952805","2022-08-28 15:14:50.952805","Les cépages qui ont colonisé le monde • Plus de 300 variétés de cépages du monde entier, présentées de A à Z. • Des monographies détaillées pour les cépages les plus prestigieux, leur répartition géographique, leur histoire, leur culture, leur vinification. • Les meilleurs producteurs de l'Ancien et du Nouveau Monde, les bonnes bouteilles de tous les pays. • Les principales appellations européennes et les cépages correspondants, autorisés pour leur élaboration. • Un glossaire technique pour comprendre tous les mots du vin. • Un index des noms de cépages et de leurs synonymes. • Plus de 550 documents; photographies de vignobles, de raisins, de vignerons et d'œnologues, peintures, cartes, graphiques, étiquettes. Dans cette nouvelle édition 2010 du guide des cépages, Oz Clarke présente plus de 300 cépages, issus d'une même souche, Vitis vinifiera, classés de A à Z. Il étudie en détail les 17 plus importants, s'arrêtant sur leur histoire, leurs terroirs, leur mode de culture et de vinification, leur diffusion dans le monde. Il met en lumière les hommes qui font la célébrité de tel ou tel cépage, et prodigue des conseils d'achat, dans une sélection internationale des producteurs, revisitant ainsi le monde du vin.","Margaret Rand, Oz Clarke"
"9782355925153","King's Game - Tome 2",,,,,"2022-08-28 12:33:43.512144","2022-08-28 12:46:07.157924","Une classe de 32 élèves. Un ordre qui tombe par sms toutes les 24h. La sanction en cas de désobéissance ? La mort.","Nobuaki Kanazawa, Hitori Renda"
"9782213704951","Tension extrême",,,,,"2022-08-28 15:35:21.504147","2022-08-28 15:35:21.504147","Aux limites du virtuel et de la réalité, les nouvelles technologies conduisent parfois à la folie ! Des cyberattaques paralysent la PJ de Nantes, infiltrent l'intimité des policiers et cernent une ville où le moindre objet connecté peut devenir une arme mortelle. Alors que les victimes s'accumulent, une jeune commissaire à peine sortie de l'école et son adjointe issue du ""36"" affrontent ensemble un ennemi invisible. Toutes les polices spécialisées seront mobilisées pour neutraliser la nouvelle menace de la science complice du crime.","Sylvain Forge"
"9782355926303","King's Game - Tome 5",,,,,"2022-08-28 12:33:32.261805","2022-08-28 16:40:39.339757","Une classe de 32 élèves. Un ordre qui tombe par sms toutes les 24h. La sanction en cas de désobéissance ? La mort.","Nobuaki Kanazawa, Hitori Renda"
"9782505008705","Naruto - Tome 48 [Hourras au village !!]",,,,,"2022-08-28 13:27:57.649972","2023-02-11 18:12:42.712906","Un manga, que l'auteur dit inspiré des samouraïs, où Naruto, un jeune garnement, ayant suivi les enseignements de Kakashi, combat pour parvenir à passer les étapes de sélection des Ninjas.","Masashi Kishimoto"
"9789074597203","LA VIE DE BOUDDHA",,,,,"2022-08-28 15:06:02.904489","2022-08-28 16:40:39.339757","La vie du Bouddha est présentée en images sous forme de bandes dessinées en couleurs. Le scénario respecte rigoureusement la vie historique du Bouddha et le dessin foisonne d'une multitude de détails illustrant parfaitement le lieu et l'époque, de manière très vivante et colorée.","George Hulskramer"
"9782355925849","King's Game - Tome 4",,,,,"2022-08-28 12:33:36.972582","2022-08-28 16:40:39.339757","Une classe de 32 élèves. Un ordre qui tombe par sms toutes les 24h. La sanction en cas de désobéissance ? La mort. Après Doubt et JUDGE, découvrez King's Game, le nouveau thriller impitoyable du catalogue Ki-oon.","Nobuaki Kanazawa, Hitori Renda"
"9782505011804","Psyren - Tome 02",,,,,"2022-08-28 12:36:12.926823","2022-08-28 12:46:07.157924","La règle du jeu est simple : survivre ! De retour dans notre monde, Ageha subit une forte fièvre et des saignements de nez. Une puissance latente est, en fait, en train de se réveiller ! Quelques jours plus tard, Ageha reçoit un message télépathique : il va enfin apprendre les terribles règles qui régissent le monde de Psyren !","Toshiaki Iwashiro"
"9782820900029","The swordsman - Tome 1",,,,,"2022-08-28 12:33:00.619054","2022-08-28 12:46:07.157924","Chroniques de BEAK Dongsu qui a soumis le monde de la politique par l'épée !","Jae-Heon Lee, Ki-Woo Hong"
"9791032707920","Celui qui hantait les ténèbres",,,,"Les chefs-d'oeuvre de Lovecraft : Celui qui hantait les ténèbres","2022-10-01 17:22:29.410462","2023-02-11 17:38:38.501563","Un voyage au tréfonds de notre monde, là où se tapit l'innommable... Dans la ville de Providence, le jeune écrivain Robert Blake semble fasciné par une étrange église abandonnée. Alors qu'il finit par s'aventurer dans ce lieu de culte perverti, il y découvre le Necronomicon, un ouvrage maudit de magie noire, et invoque sans le vouloir des forces maléfiques qui dépassent l'entendement... Pendant la Première Guerre mondiale, un officier évadé se retrouve perdu en pleine mer. Epuisé, il s'évanouit dans sa barque et, à son réveil, s'aperçoit qu'il s'est échoué sur une île inquiétante, recouverte à perte de vue de carcasses de bêtes marines... Avec un trait sombre et réaliste, Gou Tanabe met en images les pires cauchemars imaginés par H. P. Lovecraft, le maître du fantastique et de l'horreur. Ce sont cette fois Celui qui hantait les ténèbres et Dagon qu'il fait renaître sous sa plume dans toute leur terrifiante noirceur !","Gou Tanabe"
"9782505001522","Naruto - Tome 30",,,,,"2022-08-28 13:27:06.997414","2023-02-11 18:12:42.712906","Naruto et ses compagnons forcent l'entrée du repaire d'Akatsuki pour se trouver face à un Gaara méconnaissable aux mains de ses geôliers ! Débordant de rage, Naruto se rue sur Deidara, qui parvient malgré tout à s'échapper. Sakura et la vieille Chiyo se retrouvent alors seules dans la grotte face au redoutable Sasori. Parviendront-elles à lui barrer la route ? ","Masashi Kishimoto"
"9782016284100","Putain de Covid",,,,,"2022-08-28 13:56:30.83592","2022-08-28 13:56:30.83592","2 médecins. L'un travaille en région parisienne, a été surpris par la vague, et aime écrire. L'autre travaille... ailleurs, s'est pris la vague en deuxième, et préfère la bande dessinée pour s'exprimer. 2 médecins, avec la même certitude de vivre un moment historique pour notre système de santé. Un tournant à raconter de l'intérieur ! 2 témoignages, bruts, sans filtre, au jour le jour, afin de laisser une trace la plus sincère possible de ce que l'on ressent, lorsque l'on se prend la vague de ce putain de COVID.","L'interne de garde, Védécé"
"9782290154922","Le livre des merveilles du monde",,,,,"2022-08-28 15:24:41.724809","2022-08-28 15:24:41.724809","Le temps de Noël, avec tous les moments du calendrier liturgique, dessine une période mêlée d'espérance et d'intense poésie qui a inspiré de nombreux auteurs : cette anthologie réunit ainsi les plus beaux textes sur Noël, écrits par des écrivains incontournables de l'Eglise (Bernard de Clairvaux, saint Augustin, Thérèse d'Avilla, Soeur Emmanuelle...), mais aussi par de grands poètes comme Corneille, Claudel, Marie-Noël ou encore Verlaine et Théophile Gautier.","Marco Polo"
"9782266152150","Roméo et Juliette",,,,,"2022-08-28 15:35:59.082835","2022-08-28 15:35:59.082835","Dès le prologue, nous sommes prévenus : un drame fatal se prépare pour un couple d'amoureux nés sous la pire des étoiles, et rien, sinon leur mort, n'apaisera la haine inexpiable que se vouent leurs nobles familles. Ballet, opéra, chanson, cinéma : les enfants de Vérone, instantanément envoûtés par leur réciproque beauté, ont fait le tour du monde. Juliette est victime de son innocence et de sa pureté ; Roméo, de sa fougue. Autant que la rivalité de leurs parents, c'est le destin qui entraîne leur séparation, un mauvais sort fait de hasards, d'accidents et de malchances. Par la grâce du génie poétique de Shakespeare, le succès de Roméo et Juliette ne s'est jamais démenti. Dans une harmonie de rêve, ces amants adolescents incarnent toute la tragédie de la jeunesse révoltée au nom de l'amour contre le conformisme et la stupidité du monde adulte.","Marc-Henri Arfeux, William Shakespeare"
"9791033511960","Carbone & Silicium",,,,,"2022-08-28 13:56:36.977877","2022-08-28 16:24:03.316131","Derniers nés des laboratoires Tomorrow Foundation, Carbone et Silicium sont les prototypes d’une nouvelle génération de robots destinés à prendre soin de la population humaine vieillissante. Élevés dans un cocon protecteur, avides de découvrir le monde extérieur, c’est lors d’une tentative d’évasion qu’ils finiront par être séparés. Ils mènent alors chacun leurs propres expériences et luttent, pendant plusieurs siècles, afin de trouver leur place sur une planète à bout de souffle où les catastrophes climatiques et les bouleversements politiques et humains se succèdent...","Mathieu Bablet"
"9791032702482","Isabella Bird - Femme exploratrice - Tome 3",,,,"Isabella Bird - Femme exploratrice","2022-08-25 17:01:13.587856","2022-08-28 16:40:39.339757","Pour rejoindre Niigata, première étape de son périple, Isabella Bird a choisi une voie secondaire, rarement empruntée par les voyageurs étrangers. Au fur et à mesure que l'intrépide exploratrice s'enfonce dans la campagne japonaise, l'agitation des grandes villes et la splendeur des sites historiques s'effacent devant la misère du monde rural... Aux divers chocs culturels s'ajoutent des conditions de voyage de plus en plus difficiles, si bien qu'Ito lui-même a du mal à faire face à cet aspect de son pays qu'il ignorait. Mais l'aventurière refuse de se laisser abattre, et c'est sans fléchir qu'elle s'engage sur le dernier tronçon de la route d'Aizu ! Lancez-vous à la découverte d'un Japon traditionnel désormais disparu à travers les yeux de l'intrépide Isabella Bird ! Basé sur les écrits réels de l'aventurière, Isabella Bird, femme exploratrice est un récit passionnant sur la rencontre de deux mondes, dessiné avec un rare souci du détail par Taiga Sassa, nouveau talent prometteur !","Taiga Sassa"
"9791032703052","Isabella Bird - Femme exploratrice - Tome 4",,,,"Isabella Bird - Femme exploratrice","2022-08-25 17:01:09.592257","2022-08-28 16:40:39.339757","Des choses se trament à Tokyo... Le botaniste Charles Maries souhaite récupérer son interprète, et malheureusement le contrat qu'il a établi avec Ito est toujours valable. Les Parkes ont beau lui mettre des bâtons dans les roues, le chasseur de plantes est prêt à tout pour parvenir à ses fins ! Inconsciente de la menace qui plane sur son expédition, Isabella Bird a quant à elle atteint Niigata, première grande étape de son voyage. L'aventurière se prépare maintenant à partir vers le nord, pour ce qui devrait être la partie la plus éprouvante du périple...","Taiga Sassa"
"9782413005063","L'histoire des 3 Adolf Intégrale - Tome 2",,,,,"2022-08-28 12:10:14.767711","2022-08-28 16:40:39.339757","Dans le cadre du 90e anniversaire d'Osamu Tezuka, Delcourt/ Tonkam ressort, dans une prestigieuse édition double, L'histoire des 3 Adolf, oeuvre emblématique du célèbre mangaka !Berlin 1936. Hitler est au pouvoir depuis trois ans. Les Jeux Olympiques d'été sont pour lui l'occasion de conforter une dictature funeste. Sohei Togué est un journaliste sportif qui vient couvrir les Jeux et, par la même occasion, retrouver son frère Isao. Lorsqu'il le retrouve ce dernier est très angoissé. Il détient, dit-il, un terrible secret qui pourrait ébranler jusqu'à Hitler lui-même. Quand Sohei se rend chez son frère, il le retrouve assassiné.","Osamu Tezuka"
"9782505008712","Naruto - Tome 49 [Le conseil des cinq kage... !!]",,,,,"2022-08-28 13:28:02.022474","2023-02-11 18:12:42.712906","Pour mettre un terme aux activités d’Akatsuki, la terrible organisation secrète, le Raikage convoque l’assemblée des Cinq Kage. Les uns après les autres, les grands chefs des confréries ninjas arrivent au pays du Fer pour entamer des pourparlers.","Masashi Kishimoto"
"9791026815372","Saga - Tome 10",,,,,"2022-12-09 10:29:20.14936","2023-02-11 17:38:38.501563","Hazel parcourt toujours la galaxie clandestinement aux côtés de sa mère Alana et d'autres comparses. Ensemble, il parviennent, parfois, à trouver un semblant d'apaisement. Installée dans un havre de paix en forêt, la petite famille tente de maintenir une stabilité, malgré la crise d'adolescence prématurée d'Hazel. Mais une menace bien plus grande que les velléités de résistance liées au jeune âge plane sur la famille. Une fois de plus, la guerre fratricide que se livrent les peuples de l'Univers menace tout équilibre.","Brian K. Vaughan, Fiona Staples"
"9787532733934","Vocabulaire Progressif du Français 法语词汇渐进",,,,,"2022-08-28 15:15:03.4767","2023-02-11 17:41:18.004435","本书运用规范的语言,最基本的词汇和句型反映法国日常生活的不同侧面,深入浅出地介绍了法语词汇、短语及一些固定搭配的用法和特点。","AA.VV."
"9782723487610","Btooom ! - Tome 05",,,,,"2022-08-28 13:22:32.819075","2022-08-28 12:46:07.157924","Ryota, Himiko et Kiyoshi ont juré de ne tuer personne dans leur course aux huit puces nécessaires pour remporter la partie. Cependant, contre un ancien militaire qui voulait à tout prix leur faire la peau, ils n'ont eu d'autre choix que de se salir les mains... couleur sang. Voici venir le moment du repos bien mérité. Sauf que, pour Ryota et Himiko, ce repos se traduit par une rencontre avec un étrange fantôme couvert de blanc...","Jun'ya Inoue"
"9782505018629","Psyren - Tome 16",,,,,"2022-08-28 12:37:16.168477","2022-08-28 12:46:07.157924","Miroku Amagi a joué avec la vie des Terriens en utilisant ses extraordinaires pouvoirs. Confronté à un tel égoïsme, Ageha laisse exploser sa colère ! Quelle sera l'issue de leur combat, maintenant qu'ils possèdent tous les deux d'incroyables pouvoirs ? Pendant l'absence d'Ageha et de ses compagnons, le monde du présent se retrouve brusquement menacé de destruction...","Toshiaki Iwashiro"
"9787811177909","葡萄酒的品尝",,,,,"2022-08-28 15:15:07.651682","2022-08-28 15:15:07.651682","本文着重描述了一些用于葡萄酒品评的方法(评判相关风味或者与传统品种的一致性或者区域个性)。这些方法不仅仅可以用于专业的葡萄酒评价还可以用于进行葡萄酒酿造。尽管这些方法分析性比较强,但既适合于餐厅老板或葡萄酒商人使用,也同样适合那些热衷于全面鉴赏葡萄酒感官等.","杰克逊, 君碧·王, 梅·罗"
"9782845993730","Tsubasa RESERVoir CHRoNICLE - Tome 1",,,,,"2022-08-28 12:55:59.5707","2022-08-28 12:46:07.157924","Dans le pays de Clow, vivent Shaolan et Sakura, qui s'aiment secrètement malgré leurs différences sociales. Un jour, survient la catastrophe, lors d'une attaque ennemie sur le pays : Sakura perd la mémoire pour des raisons mystérieuses !","Clamp"
